avgUsageThisHourMin,cumulativeUsageTodayMin,usagePrevHourMin,isWeekend,excessiveScore,isExcessiveLabel
7.714212166151977,684.6695329757371,37.8703037142768,1.0,0.4647576970188902,0
29.956671746406897,507.8959199487957,24.58541200799392,1.0,0.4360053864901305,0
36.089901457401446,41.83305452646972,54.38749928933849,0.0,0.5767351484280744,1
1.7213405023166728,336.8380351901396,52.543051269597235,1.0,0.4283021433857847,0
8.875565074647355,534.2613860080837,10.957547728987539,1.0,0.3808219520652076,0
55.69266137762217,778.228853914305,33.92072942992331,1.0,0.7720200712375362,1
4.2252345692518105,594.8757400652504,3.198620965427752,1.0,0.15553554928391036,0
7.786436963957879,573.5262417249901,0.46204805193737153,1.0,0.2846710550418602,0
56.8997071975065,671.2384254865351,7.421027685573629,1.0,0.6417707929336206,1
37.31301556778297,378.9090745824567,51.30007866505928,0.0,0.6359975277525863,1
22.13958742378746,730.6284716003446,10.961806519548817,0.0,0.3606425454082873,0
30.68340130819576,652.0542522763935,4.0525043684078454,1.0,0.5696843877220662,1
39.770577151007956,85.69463223364478,54.78158286700865,0.0,0.514667665526977,1
16.518528945667757,652.3771111359661,5.6834154196441045,1.0,0.5178540172279146,1
8.27808437201732,803.9109798052358,29.28851467105336,1.0,0.5095542816455172,1
47.28237567023951,849.1076023776809,25.231994618969576,1.0,0.8062562199733632,1
40.221635046149025,397.3755099001664,31.314207193430303,0.0,0.41273555833185294,0
30.742938808989628,109.39814356820578,6.452441429753453,0.0,0.314603837071584,0
49.004186158179486,511.29382510945663,28.578337833365953,1.0,0.6913235928610403,1
32.94451613220158,89.06151794233355,7.11694568515211,1.0,0.4653749602111167,0
58.854818357838326,516.0911401047712,22.489896389617474,1.0,0.6731149362469034,1
12.270567679802692,672.8798937861922,42.6991146291368,0.0,0.4500625758690649,0
33.22382177191367,534.1934811694226,8.854223793233189,1.0,0.3660852818659206,0
29.017481815403265,624.3173097149056,0.01398221209478967,0.0,0.3816130067403589,0
21.196491303626885,674.2449480913039,38.888166147708084,1.0,0.6601379015156927,1
35.49571823694261,430.9847622658696,51.486830994321515,0.0,0.6549224850437676,1
14.118073900054833,232.10553946451483,9.293832017726997,1.0,0.28578924368070396,0
48.13216102670901,709.1045632806254,4.263011206602836,0.0,0.5620191206729505,1
52.04001311054488,457.8736199330197,10.646951114357432,0.0,0.5302392432780092,1
7.725580273671062,629.191972399816,6.238585236189063,0.0,0.15664687699188345,0
28.024392404296268,349.36665062167066,31.260620637794798,1.0,0.5287382969764071,1
16.62869355202226,814.0482313554598,59.638879324339975,1.0,0.6862212894884492,1
4.987019864114544,355.4119851921396,33.447140812743456,0.0,0.3305408896792614,0
53.75665849502205,540.171422796781,6.749179013486437,1.0,0.6631252991322987,1
25.79692152287012,570.7321519349434,13.419245476370572,1.0,0.5168263440667832,1
8.861477997725643,476.2783378792611,47.26842005653778,0.0,0.49425817757037105,0
40.401741436554644,715.038046680342,31.601075714249212,1.0,0.5712814609058275,1
12.13296166728229,241.61566498873842,29.960135525331953,1.0,0.5039217506113595,1
54.08586472129062,56.0260628162918,46.90923271506463,0.0,0.7384267771254867,1
