scrollSpeedPerMin,maxPauseGapSec,hourOfDay,doomscrollScore,doomscrollLabel
75.01145599256003,60.07100429220473,22.133176354453347,0.4538065848276598,1
107.66565611634906,26.247570526419455,3.431693644500653,0.7031111094432969,1
93.08228282942322,117.70375345858932,5.726008246568517,0.6654366304739071,1
27.024862798871023,75.69595366843501,23.989842314497633,0.28584153539636226,0
36.019954189347054,49.11470713952147,17.939401805900086,0.26958768370775704,0
104.82641344755143,40.487702686831994,13.062114297879013,0.5506158690815677,1
0.6318365478689669,170.83435405538998,3.987319148507357,0.27864850886937254,0
98.54741020593195,86.72002008210019,0.7654615965304679,0.6417814231255801,1
95.64833145024555,178.4014139965666,7.930548480159946,0.4584717522520597,1
56.15219434124649,57.82182071642144,4.563175710456315,0.4596856210921526,1
36.363891218317626,38.810703515382265,21.210224254887883,0.3906714548074011,1
33.4110734520928,128.86211719568843,12.409683951937975,0.0,0
30.58435051849495,164.18305367325485,12.134711296987165,0.19916936826147275,0
53.40915670591759,29.48808111904226,14.693092957142568,0.3108042967271476,0
60.545791074954394,155.1523304700971,11.844426767956243,0.2097500142741589,0
66.4196822489391,105.73555630384547,5.706914641788548,0.4156482121617671,1
119.46003401212712,162.76535894161398,17.609482059947066,0.4023122893217779,1
95.11943030565037,170.31981906276545,17.70879542506008,0.32609119112430174,0
74.66150753293952,76.82874842398047,21.814142265988,0.33568739598258734,0
118.67521772182619,169.39741159053074,11.72595595781183,0.4991390176814735,1
25.837043788271874,32.4744251064958,3.1420727788352147,0.5614651094163461,1
19.225444062941346,79.89417644963669,23.107742067110376,0.2929585708400736,0
73.50475251276369,79.78615075803425,0.3605292876531623,0.4338873076183012,1
5.273040955366004,44.12415125993845,3.762811749062676,0.4273259268947712,1
4.281633452831537,87.10938321378163,16.974336538490483,0.029478029803839657,0
61.78665843256444,135.47887293321742,20.708367888052237,0.26789636045186366,0
55.94472303903469,19.505010237508603,22.632417785713542,0.484723638157923,1
110.06013278314227,86.57785551719752,14.288432422218872,0.42553135896443883,1
75.50715053892125,94.59290589733247,6.630066470209742,0.5528441203968958,1
61.69411759194166,35.373042504229595,0.7378151016842311,0.570537357270258,1
59.62481224722051,115.5740108794925,17.634865915998166,0.23129684539530285,0
29.7017906432797,45.495781749116404,15.402702501335618,0.17275558574065378,0
1.4152830651007031,102.75465357686039,2.7920617464139115,0.1928501740319915,0
23.088257278237275,102.90756639243719,17.919015539718828,0.10820497348403858,0
83.0438545058207,134.78475547034537,22.79641456424548,0.5373002599637713,1
24.072806878439422,168.27368326809193,4.471787541780093,0.26400704106584666,0
44.3443572722648,166.69684366991854,14.475419236209452,0.23216843643458485,0
0.4481090462491144,90.3773906705227,10.03463006714643,0.0,0
99.60572757620947,47.3014284375339,14.762783833955048,0.488728921021268,1
18.535329727372783,43.601306481161075,2.823398996043961,0.42242834218615843,1
32.11191654765425,141.57207662998113,21.555042735703122,0.26747923130997003,0
105.63985847769943,136.84197522615065,7.050256101163885,0.5306892949635992,1
61.17489718421078,142.92948527345516,15.39379205429039,0.21446979246208223,0
101.65802956390432,150.02655484272557,5.620627982643808,0.6962542266431281,1
76.76606003310314,101.70006346962658,4.316946198507371,0.4584729880269003,1
89.01251368342285,161.5487643178283,23.007961118066447,0.6301231678978222,1
10.97947260756548,118.28876964737644,6.194646347301251,0.29330684780678073,0
64.93725856517865,113.64847102259061,22.90972642359069,0.43067887530216387,1
60.932668356041994,150.66608181675107,20.657053027226404,0.48770253685252807,1
104.56072520314568,117.37457721138203,13.374236442380884,0.22682605455580784,0
43.35168708169891,138.2150878473837,13.486256427459328,0.1804353767888989,0
71.78208806486556,167.37327957659022,0.726715786546035,0.5208885325010054,1
7.110197081460434,71.17626033046315,18.48975473898325,0.10447490612986508,0
46.515816133287444,135.19459018112346,16.38944011349308,0.25627063967746133,0
38.7643615509848,53.73047861531768,14.06277071742041,0.14827177033259245,0
18.023967488454225,87.56440214240553,19.523372954308698,0.16354082350058174,0
97.96057245828908,157.23922866097445,11.29722282947364,0.4774159830466177,1
45.533540586037496,175.24322735273665,9.179891290535373,0.2491793929259533,0
117.4497461293466,170.56277476681177,17.779219431077166,0.42395372253073305,1
70.79900316127323,136.37394885393317,11.87567294467064,0.3237712342437178,0
72.60675045958216,152.70738935141893,14.551353961823434,0.2673172327086752,0
76.55958969459986,159.21228318670558,3.6606883631691556,0.4855085730061949,1
81.1740292575346,109.78525107179281,4.822690337041943,0.5599927923044119,1
18.094562300204245,43.83312488389419,4.37969612246231,0.32074700102606274,0
52.837616062582505,3.1895320586322407,19.266380039100767,0.5141869819130792,1
28.7476754195428,137.0067561071049,23.849228034862566,0.31974001602520674,0
48.29979577247779,136.85375170185782,23.36842336035115,0.38880696762365907,0
11.604491271809474,131.58583620659627,13.253299851895306,0.049110610081510374,0
116.13936612585857,104.41602404696714,18.832574347422803,0.4381215449307106,1
25.800484482705603,118.42099907365129,2.890656168644938,0.46327662214144505,1
80.61181951335419,129.3170163880354,7.903781871395854,0.4772558962312704,1
36.05040977748843,95.6979899780384,22.54462630670804,0.34694051908603657,0
104.88924313794054,118.54117084984038,7.120877679480879,0.5624568508032126,1
79.46576860061445,40.37534440582424,3.803398718266439,0.45681605569180883,1
15.793897896996686,96.149287778432,10.412657329152928,0.1746558952845274,0
101.40891850494636,113.15403433727151,18.435784419284246,0.38342200937882676,0
113.39378053739755,102.36410680163682,23.69255639483373,0.6878601410913886,1
108.47001458351122,46.29230332197711,0.7705008016177999,0.634756732298552,1
68.36629774311326,22.81512561603256,15.281580313355416,0.5177498971188385,1
17.45519445131123,117.80861784921177,20.1640462073124,0.15787143976300894,0
23.095619396199886,20.26306960708433,19.58146667454985,0.3812643833364755,0
111.34868216934292,142.9633850491695,22.06328803525057,0.7133677236644874,1
66.27917852007165,32.77341474605613,15.506171394780502,0.463074889862806,1
21.666299813869397,138.9533433492372,20.373406216209617,0.12166742023418041,0
106.0868273035764,64.02237816800275,9.662418671399713,0.4207524080857248,1
76.9886046266977,162.23794068430368,14.181177381763899,0.3019477872740975,0
68.36331293685696,40.613208455263866,13.176855766020024,0.33934186863833715,0
45.15454033559041,28.370865028273997,10.611743278300164,0.4295832205211067,1
49.31463385885558,121.51823982455086,10.762248982792325,0.17880739736497778,0
28.738705521821384,139.25752375237195,16.972645927862622,0.011910059947553758,0
4.566874402948691,62.90687625905675,3.625213476323207,0.19163851859310704,0
105.14625697311251,84.9591510616822,20.006219258439366,0.5060607571071123,1
56.12762601769153,119.12529438540213,17.03341327396571,0.2857353766513311,0
65.71622390564823,53.13515169631796,4.8442506836805865,0.5492598539990806,1
38.65959717362701,70.02073830687992,8.371608558867443,0.3445784473296224,0
90.15899038259134,101.89503456172353,20.192763094523396,0.4853902674340819,1
3.0236244962112435,54.5216032909219,10.17499347944653,0.08164806469057873,0
44.66223270782447,26.276297673865855,20.342395121306712,0.5229686925883024,1
3.6420353260933958,163.54878632770934,9.565281643916759,0.08137972859604975,0
14.747052264601122,22.074357411484534,23.834401138586422,0.44205874358328173,1
116.05778824768413,177.64373375022444,9.379138099268921,0.4828160075105212,1
78.93128760462173,152.01325717969306,23.608331989756028,0.5867916767105199,1
51.38642956673776,80.44381731030491,9.22811755690407,0.38170440745065687,0
62.848812949257635,154.92266020788583,10.090765569398787,0.38727063347613844,0
104.73710502777293,11.57170765375366,4.178648068494326,0.752704549246839,1
41.30528003952315,101.2613087693986,18.868347658075105,0.31942686175421997,0
70.83491787476576,63.641498123713475,1.8845908155083544,0.43663846036090465,1
82.04212480074524,54.13684428407543,18.761367091452488,0.39775264752150796,1
42.64965324282145,161.06566362869847,11.957156970612392,0.21794749121189394,0
62.291818379518816,6.882747735243385,20.667587320341294,0.552063925810178,1
91.82968599342271,155.16745008296758,14.901279377221574,0.26145136288140736,0
109.10151767886602,14.16804711621624,22.72908707391617,0.7921863751846133,1
18.12747336921786,121.93899533399225,12.355600416635772,0.19709195036183647,0
112.01032707689143,51.41476275441261,5.430757793808175,0.7407413139558751,1
0.6214638978518572,94.84410888981884,22.169902593330146,0.1312161302522285,0
90.35730043173048,166.55309619440573,21.45593673188495,0.5195496839318751,1
97.26321963806942,143.53343816485182,20.16468571971037,0.5041517166127031,1
16.411686185109783,17.849297305696687,14.393257646946742,0.2943921844841788,0
50.26843810958222,54.93609455570519,6.314592953822626,0.34202040252631655,0
97.83075335940548,87.84449090019125,0.4175070115697235,0.706715906938157,1
1.712542762153273,129.02754570658553,19.4916013350466,0.08783115084052213,0
75.41543374395489,1.0078309497122406,15.830077074132014,0.6487614289550889,1
95.16283897176409,155.50725171052605,10.573597878173555,0.2855404617891107,0
61.56042993866502,151.53087324613685,12.332821309828823,0.269560385817471,0
87.10193046613045,172.1159279422599,18.92137944970913,0.42650600110999476,1
27.17081792365729,36.443654179391956,5.549552195352351,0.5140892725326514,1
